id,device_identifier,ts_generation,co2,humidity,pressure,temperature,battery
135378,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692112120263,423,41.0,1010.2,34.0,
135397,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692112720223,427,42.5,1010.1,34.1,
135414,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692113320177,420,40.5,1010.1,34.6,
135433,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692113920147,410,39.5,1009.9,35.5,
135451,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692114520151,425,38.0,1009.9,36.5,
135470,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692115120117,435,36.0,1009.7,37.4,
135488,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692115720077,448,38.0,1009.5,36.6,
135507,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692116320061,418,37.0,1009.4,36.8,
135525,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692116920031,422,37.0,1009.3,36.7,
135544,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692117519997,427,34.5,1009.3,37.1,
135562,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692118119991,434,36.0,1009.3,37.0,
135581,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692118719929,452,35.5,1009.3,36.7,
135616,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692119919903,428,39.5,1009.4,35.2,
135634,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692120519881,437,42.0,1009.5,34.0,
135654,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692121119844,447,43.5,1009.6,33.0,
135672,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692121719827,434,45.0,1009.7,32.3,
135691,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692122319789,458,46.5,1009.8,31.5,
135709,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692122921475,444,47.0,1009.9,30.7,
135727,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692123519753,446,49.0,1009.9,29.7,
135745,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692124119761,450,50.5,1010.2,29.0,
135763,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692124719649,461,54.0,1010.3,28.3,
135781,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692125319655,462,54.5,1010.4,27.8,
135800,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692125919627,440,56.0,1010.6,27.3,
135817,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692126519585,484,59.0,1010.9,27.0,
135836,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692127119588,496,57.0,1011.0,26.4,
135854,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692127719552,484,58.5,1011.2,26.0,
135873,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692128319502,471,59.0,1011.5,25.8,
135891,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692128919492,501,60.0,1011.6,25.4,
135909,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692129519452,502,62.5,1011.6,25.1,
135928,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692130119412,482,61.5,1011.8,25.2,
135947,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692130719410,496,63.5,1011.9,25.0,
135964,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692131319370,477,64.0,1012.0,24.9,
135982,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692131919312,478,64.0,1012.2,25.1,
136000,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692132519320,468,63.5,1012.3,25.2,100.0
136019,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692133119280,500,64.0,1012.4,25.4,
136037,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692133719245,484,63.5,1012.5,25.4,
136055,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692134319220,458,63.5,1012.4,25.6,
136073,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692134919198,459,64.0,1012.5,25.6,
136092,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692135519136,473,64.0,1012.6,25.7,
136110,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692136119128,484,64.0,1012.6,25.6,
136129,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692136719110,482,65.0,1012.6,25.5,
136147,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692137319072,499,65.5,1012.6,25.1,
136166,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692137919070,492,68.0,1012.7,24.7,
136183,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692138520729,475,67.5,1012.9,24.3,
136202,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692139118968,541,71.5,1013.0,23.8,
136220,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692139718962,559,72.5,1013.0,23.3,
136239,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692140318938,531,72.0,1013.1,22.9,
136257,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692140918892,508,73.0,1013.2,22.7,
136276,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692141518884,532,73.5,1013.2,22.4,
136294,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692142118842,584,77.0,1013.2,22.2,
136312,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692142718786,531,78.0,1013.2,21.9,
136330,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692143318786,544,79.0,1013.3,22.0,
136349,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692143918758,550,77.0,1013.2,21.8,
136367,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692144518719,604,80.5,1013.2,21.5,
136386,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692145118700,564,80.5,1013.3,21.2,
136404,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692145718663,585,81.0,1013.3,21.0,
136423,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692146318607,538,81.0,1013.3,20.9,
136441,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692146918610,562,82.0,1013.4,20.8,
136460,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692147518578,603,83.0,1013.4,20.7,
136479,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692148118556,631,81.5,1013.4,20.4,
136498,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692148718534,636,81.5,1013.5,20.6,
136516,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692149318494,630,82.0,1013.4,20.5,
136535,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692149918440,606,81.5,1013.5,20.4,
136553,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692150518434,669,82.5,1013.5,20.4,
136572,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692151120118,597,83.0,1013.5,20.3,
136589,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692151718411,594,83.5,1013.4,20.1,
136607,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692152318348,609,85.0,1013.4,20.0,
136625,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692152918323,578,84.0,1013.5,20.2,
136644,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692153518266,528,83.0,1013.4,20.4,
136662,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692154118265,542,82.5,1013.5,20.7,
136681,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692154718231,528,82.0,1013.4,20.9,
136699,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692155319911,528,83.0,1013.4,20.8,
136718,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692155918189,539,82.5,1013.5,20.7,
136736,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692156518137,537,83.5,1013.5,20.4,
136755,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692157118127,547,83.0,1013.5,20.2,
136773,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692157718089,555,84.5,1013.5,19.9,
136791,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692158318063,546,84.5,1013.6,19.9,
136808,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692158918039,535,84.5,1013.8,19.9,
136826,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692159518017,563,84.0,1013.9,19.5,
136844,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692160117975,599,85.5,1013.9,19.2,
136863,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692160717925,542,86.0,1014.0,19.3,
136881,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692161317859,557,86.0,1014.1,19.5,
136900,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692161917890,524,86.0,1014.1,19.7,
136918,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692162517859,519,85.0,1014.0,20.1,
136937,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692163117833,524,83.5,1014.2,20.8,
136955,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692163717799,512,82.5,1014.3,21.1,
136973,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692164317771,526,81.0,1014.3,21.8,
136991,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692164917737,519,80.0,1014.5,21.9,
137010,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692165517703,514,79.0,1014.6,22.2,
137028,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692166117681,514,78.5,1014.6,22.6,
137047,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692166717669,501,75.0,1014.6,24.0,
137065,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692167317637,507,74.5,1014.7,24.0,
137084,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692167917579,504,74.5,1014.6,24.2,
137102,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692168517563,490,72.5,1014.6,25.0,
137121,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692169117535,494,69.0,1014.4,25.8,
137139,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692169717495,493,69.5,1014.4,25.7,
137158,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692170317479,485,69.5,1014.4,26.1,
137174,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692170917429,500,69.0,1014.4,26.5,
137193,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692171517402,489,67.0,1014.4,27.1,
137211,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692172117385,492,64.0,1014.4,27.9,
137230,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692172717367,465,63.0,1014.4,29.5,
137248,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692173317325,470,54.0,1014.2,32.7,
137268,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692173917306,467,49.5,1014.2,33.2,
137285,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692174517281,468,48.0,1014.1,34.1,
137305,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692175117225,458,46.0,1014.0,34.6,
137323,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692175717218,457,47.5,1014.0,34.6,
137342,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692176317220,462,42.0,1013.9,35.6,
137359,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692176917158,459,41.0,1013.8,35.7,
137378,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692177517149,483,41.0,1013.8,36.0,
137396,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692178117124,442,40.0,1013.7,36.1,
137415,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692178717077,462,40.5,1013.6,36.0,
137433,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692179317078,465,42.0,1013.5,36.0,
137452,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692179917044,463,44.5,1013.3,36.7,
137470,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692180517006,456,40.5,1013.2,36.6,
137488,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692181116998,465,37.5,1013.1,36.6,
137506,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692181716968,465,37.5,1013.0,36.6,
137525,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692182316920,430,37.5,1013.0,36.6,
137542,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692182916920,442,40.0,1012.8,36.1,
137560,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692183516874,443,37.0,1012.7,36.6,
137576,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692184116866,423,40.0,1012.7,36.8,
137595,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692184716854,438,37.0,1012.5,37.1,
137612,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692185316834,433,36.5,1012.4,36.8,
137631,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692185916798,433,38.5,1012.3,37.1,
137649,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692186516790,433,31.5,1012.2,37.3,
137668,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692187116762,429,34.5,1012.1,37.5,
137685,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692187716726,422,35.0,1012.1,37.6,
137704,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692188316708,424,34.0,1011.9,37.8,
137722,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692188916702,434,35.5,1011.9,38.2,
137741,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692189516658,429,31.5,1011.8,38.3,
137759,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692190116656,434,36.0,1011.7,38.0,
137778,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692190716624,403,34.5,1011.6,38.3,
137796,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692191316586,437,32.5,1011.5,38.6,
137815,abc0d16aaf15b3a4ee2e561195dfd82ab260497412e326bb57f2ee5bbe9042d8,1692191916582,418,30.5,1011.4,38.3,
